"","word","vent","rev","model","uncond_ent","vmi","language"
"8183","细",0.000101739467936568,"Full","Qwen2.5-Finetuned",5.59,5.58989826053206,"ZH"
"8184","终",5.05960269947536e-05,"Full","Qwen2.5-Finetuned",5.59,5.589949403973,"ZH"
"8185","经",1.9004341083928e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998099565892,"ZH"
"8186","结",1.34060364871402e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998659396351,"ZH"
"8187","绘",9.13635994947981e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999086364005,"ZH"
"8188","给",1.00083670986351e-05,"Full","Qwen2.5-Finetuned",5.59,5.5899899916329,"ZH"
"8189","统",0.000245882372837514,"Full","Qwen2.5-Finetuned",5.59,5.58975411762716,"ZH"
"8190","继",2.26883403229294e-05,"Full","Qwen2.5-Finetuned",5.59,5.58997731165968,"ZH"
"8191","绩",5.17096050316468e-05,"Full","Qwen2.5-Finetuned",5.59,5.58994829039497,"ZH"
"8192","绪",1.70504936249927e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998294950637,"ZH"
"8193","续",2.39084638451459e-05,"Full","Qwen2.5-Finetuned",5.59,5.58997609153615,"ZH"
"8194","维",9.20096863410436e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999079903137,"ZH"
"8195","综",0.00310259265825152,"Full","Qwen2.5-Finetuned",5.59,5.58689740734175,"ZH"
"8196","缝",0.000342414889018983,"Full","Qwen2.5-Finetuned",5.59,5.58965758511098,"ZH"
"8197","缸",3.26385793414374e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999673614207,"ZH"
"8198","缺",0.0600927583873272,"Full","Qwen2.5-Finetuned",5.59,5.52990724161267,"ZH"
"8199","罐",3.6916695535183e-05,"Full","Qwen2.5-Finetuned",5.59,5.58996308330446,"ZH"
"8200","罗",4.37954295193776e-05,"Full","Qwen2.5-Finetuned",5.59,5.58995620457048,"ZH"
"8201","署",1.41629461722914e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998583705383,"ZH"
"8202","美",3.90875456446338e-08,"Full","Qwen2.5-Finetuned",5.59,5.58999996091245,"ZH"
"8203","群",5.78864182898542e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999421135817,"ZH"
"8204","老",2.54938811394823e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999974506119,"ZH"
"8205","考",1.17381887321244e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999988261811,"ZH"
"8206","者",0.000339181016897783,"Full","Qwen2.5-Finetuned",5.59,5.5896608189831,"ZH"
"8207","而",1.1727081528079e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999882729185,"ZH"
"8208","耐",2.49537606578087e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999750462393,"ZH"
"8209","耕",1.33981382077764e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999866018618,"ZH"
"8210","职",0.000101161807833705,"Full","Qwen2.5-Finetuned",5.59,5.58989883819217,"ZH"
"8211","联",1.33307003125083e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998666929969,"ZH"
"8212","聪",4.22842140324065e-06,"Full","Qwen2.5-Finetuned",5.59,5.5899957715786,"ZH"
"8213","肌",1.33346975417226e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998666530246,"ZH"
"8214","肤",1.32583145386889e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998674168546,"ZH"
"8215","肥",2.55075901804958e-05,"Full","Qwen2.5-Finetuned",5.59,5.58997449240982,"ZH"
"8216","育",9.88007968771854e-08,"Full","Qwen2.5-Finetuned",5.59,5.5899999011992,"ZH"
"8217","胖",0.000907521287444979,"Full","Qwen2.5-Finetuned",5.59,5.58909247871255,"ZH"
"8218","胞",6.87635911162943e-05,"Full","Qwen2.5-Finetuned",5.59,5.58993123640888,"ZH"
"8219","能",2.25517251237761e-05,"Full","Qwen2.5-Finetuned",5.59,5.58997744827488,"ZH"
"8220","脉",0.000180704009835608,"Full","Qwen2.5-Finetuned",5.59,5.58981929599016,"ZH"
"8221","脑",2.57141600741306e-05,"Full","Qwen2.5-Finetuned",5.59,5.58997428583993,"ZH"
"8222","脱",5.12946135131642e-05,"Full","Qwen2.5-Finetuned",5.59,5.58994870538649,"ZH"
"8223","自",0.299170821905136,"Full","Qwen2.5-Finetuned",5.59,5.29082917809486,"ZH"
"8224","至",0.000816265179309994,"Full","Qwen2.5-Finetuned",5.59,5.58918373482069,"ZH"
"8225","致",1.36996341097984e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998630036589,"ZH"
"8226","船",1.01995110526332e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998980048895,"ZH"
"8227","色",2.93237644655164e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999706762355,"ZH"
"8228","艺",1.04113032648456e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998958869674,"ZH"
"8229","节",4.81647794003948e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999518352206,"ZH"
"8230","芬",9.4943679869175e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999050563201,"ZH"
"8231","花",1.08153517430765e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998918464826,"ZH"
"8232","苛",0.032678235322237,"Full","Qwen2.5-Finetuned",5.59,5.55732176467776,"ZH"
"8233","英",3.90289130791643e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999960971087,"ZH"
"8234","莱",0.0173338986933231,"Full","Qwen2.5-Finetuned",5.59,5.57266610130668,"ZH"
"8235","获",1.63730692293029e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998362693077,"ZH"
"8236","菌",0.391988635063171,"Full","Qwen2.5-Finetuned",5.59,5.19801136493683,"ZH"
"8237","萨",1.74341869296768e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999825658131,"ZH"
"8238","落",8.21039094489606e-08,"Full","Qwen2.5-Finetuned",5.59,5.58999991789609,"ZH"
"8239","蒂",8.00402801814926e-07,"Full","Qwen2.5-Finetuned",5.59,5.5899991995972,"ZH"
"8240","蓝",1.04952996480279e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998950470035,"ZH"
"8241","薪",6.12664643995231e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999387335356,"ZH"
"8242","藏",5.77035734750098e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999422964265,"ZH"
"8243","虑",0.00179493182804435,"Full","Qwen2.5-Finetuned",5.59,5.58820506817196,"ZH"
"8244","虽",0.00010292654769728,"Full","Qwen2.5-Finetuned",5.59,5.5898970734523,"ZH"
"8245","虾",1.7687483705231e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998231251629,"ZH"
"8246","螃",0.411845743656159,"Full","Qwen2.5-Finetuned",5.59,5.17815425634384,"ZH"
"8247","蟹",0.0864862129092216,"Full","Qwen2.5-Finetuned",5.59,5.50351378709078,"ZH"
"8248","行",3.82797580300576e-08,"Full","Qwen2.5-Finetuned",5.59,5.58999996172024,"ZH"
"8249","衡",3.88875196222216e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999611124804,"ZH"
"8250","衣",1.31389299440343e-07,"Full","Qwen2.5-Finetuned",5.59,5.5899998686107,"ZH"
"8251","补",5.86430032853969e-05,"Full","Qwen2.5-Finetuned",5.59,5.58994135699671,"ZH"
"8252","表",1.91288950190938e-06,"Full","Qwen2.5-Finetuned",5.59,5.5899980871105,"ZH"
"8253","被",2.58508777051247e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999974149122,"ZH"
"8254","西",8.63094555825228e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999913690544,"ZH"
"8255","要",6.0600541473832e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999393994585,"ZH"
"8256","覆",1.27421765228064e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999872578235,"ZH"
"8257","见",2.01584225578699e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999798415774,"ZH"
"8258","观",1.69138627370558e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999830861373,"ZH"
"8259","视",4.69408269054838e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999530591731,"ZH"
"8260","览",0.000204428215511143,"Full","Qwen2.5-Finetuned",5.59,5.58979557178449,"ZH"
"8261","觉",1.72027666849317e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998279723331,"ZH"
"8262","角",1.59744308803056e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999840255691,"ZH"
"8263","解",0.00740406662225723,"Full","Qwen2.5-Finetuned",5.59,5.58259593337774,"ZH"
"8264","触",1.67045095622598e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999832954904,"ZH"
"8265","言",7.53113056362054e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999924688694,"ZH"
"8266","詹",6.61829253658652e-05,"Full","Qwen2.5-Finetuned",5.59,5.58993381707463,"ZH"
"8267","计",8.08681397757027e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999191318602,"ZH"
"8268","认",1.2248707434992e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999877512926,"ZH"
"8269","讨",1.10556438812637e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998894435612,"ZH"
"8270","让",1.14784088509623e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998852159115,"ZH"
"8271","议",1.38028681249125e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998619713187,"ZH"
"8272","记",5.28247255715542e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999471752744,"ZH"
"8273","讲",1.22090068543912e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998779099315,"ZH"
"8274","许",0.000201801507500932,"Full","Qwen2.5-Finetuned",5.59,5.5897981984925,"ZH"
"8275","论",0.00112589995842427,"Full","Qwen2.5-Finetuned",5.59,5.58887410004158,"ZH"
"8276","设",0.000133000401547179,"Full","Qwen2.5-Finetuned",5.59,5.58986699959845,"ZH"
"8277","访",0.000566501927096397,"Full","Qwen2.5-Finetuned",5.59,5.5894334980729,"ZH"
"8278","证",4.22579178120941e-05,"Full","Qwen2.5-Finetuned",5.59,5.58995774208219,"ZH"
"8279","识",2.01338843908161e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999798661156,"ZH"
"8280","译",8.08298063930124e-05,"Full","Qwen2.5-Finetuned",5.59,5.58991917019361,"ZH"
"8281","试",2.26045431190869e-05,"Full","Qwen2.5-Finetuned",5.59,5.58997739545688,"ZH"
"8282","诚",0.000156581445480697,"Full","Qwen2.5-Finetuned",5.59,5.58984341855452,"ZH"
"8283","该",0.00155715539585799,"Full","Qwen2.5-Finetuned",5.59,5.58844284460414,"ZH"
"8284","说",7.69081452745013e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999230918547,"ZH"
"8285","请",0.000209451784030534,"Full","Qwen2.5-Finetuned",5.59,5.58979054821597,"ZH"
"8286","诸",0.000617526471614838,"Full","Qwen2.5-Finetuned",5.59,5.58938247352839,"ZH"
"8287","课",0.000640346959698945,"Full","Qwen2.5-Finetuned",5.59,5.5893596530403,"ZH"
"8288","谁",4.81097340525594e-05,"Full","Qwen2.5-Finetuned",5.59,5.58995189026595,"ZH"
"8289","调",9.15076234377921e-05,"Full","Qwen2.5-Finetuned",5.59,5.58990849237656,"ZH"
"8290","谈",0.000395025650504977,"Full","Qwen2.5-Finetuned",5.59,5.5896049743495,"ZH"
"8291","谐",3.01427689919365e-06,"Full","Qwen2.5-Finetuned",5.59,5.5899969857231,"ZH"
"8292","谱",0.000917017459869385,"Full","Qwen2.5-Finetuned",5.59,5.58908298254013,"ZH"
"8293","象",6.17359955867869e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999382640044,"ZH"
"8294","貌",2.47164061875083e-05,"Full","Qwen2.5-Finetuned",5.59,5.58997528359381,"ZH"
"8295","负",2.85238729702542e-05,"Full","Qwen2.5-Finetuned",5.59,5.58997147612703,"ZH"
"8296","责",0.00028491040575318,"Full","Qwen2.5-Finetuned",5.59,5.58971508959425,"ZH"
"8297","贵",3.5587974707596e-05,"Full","Qwen2.5-Finetuned",5.59,5.58996441202529,"ZH"
"8298","贸",1.74333472386934e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998256665276,"ZH"
"8299","资",9.26296488614753e-05,"Full","Qwen2.5-Finetuned",5.59,5.58990737035114,"ZH"
"8300","赖",2.24626692215679e-05,"Full","Qwen2.5-Finetuned",5.59,5.58997753733078,"ZH"
"8301","赫",0.0824140310287476,"Full","Qwen2.5-Finetuned",5.59,5.50758596897125,"ZH"
"8302","走",3.19566306750119e-09,"Full","Qwen2.5-Finetuned",5.59,5.58999999680434,"ZH"
"8303","起",1.27166526908695e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999872833473,"ZH"
"8304","趁",0.000187068435479887,"Full","Qwen2.5-Finetuned",5.59,5.58981293156452,"ZH"
"8305","超",6.26599288011676e-08,"Full","Qwen2.5-Finetuned",5.59,5.58999993734007,"ZH"
"8306","越",4.93152526814811e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999950684747,"ZH"
"8307","趣",4.06672143071774e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999959332786,"ZH"
"8308","足",4.32564348784581e-08,"Full","Qwen2.5-Finetuned",5.59,5.58999995674356,"ZH"
"8309","跑",1.19530170650251e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999988046983,"ZH"
"8310","距",3.08649978251196e-05,"Full","Qwen2.5-Finetuned",5.59,5.58996913500217,"ZH"
"8311","跨",0.00491197127848864,"Full","Qwen2.5-Finetuned",5.59,5.58508802872151,"ZH"
"8312","路",6.14523543163159e-08,"Full","Qwen2.5-Finetuned",5.59,5.58999993854765,"ZH"
"8313","跳",1.00864092189568e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999989913591,"ZH"
"8314","跻",0.0105810910463333,"Full","Qwen2.5-Finetuned",5.59,5.57941890895367,"ZH"
"8315","踏",0.018418462947011,"Full","Qwen2.5-Finetuned",5.59,5.57158153705299,"ZH"
"8316","踪",0.000938856741413474,"Full","Qwen2.5-Finetuned",5.59,5.58906114325859,"ZH"
"8317","身",8.55268069699378e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999914473193,"ZH"
"8318","转",4.17828669014852e-05,"Full","Qwen2.5-Finetuned",5.59,5.5899582171331,"ZH"
"8319","轻",4.42004102296778e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999557995898,"ZH"
"8320","较",0.000175857363501564,"Full","Qwen2.5-Finetuned",5.59,5.5898241426365,"ZH"
"8321","辗",0.00465715723112226,"Full","Qwen2.5-Finetuned",5.59,5.58534284276888,"ZH"
"8322","辨",0.330037653446198,"Full","Qwen2.5-Finetuned",5.59,5.2599623465538,"ZH"
"8323","边",1.28291603687103e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998717083963,"ZH"
"8324","达",5.45586362932227e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999454413637,"ZH"
"8325","迅",0.000117027389933355,"Full","Qwen2.5-Finetuned",5.59,5.58988297261007,"ZH"
"8326","过",1.00549978014897e-05,"Full","Qwen2.5-Finetuned",5.59,5.5899899450022,"ZH"
"8327","迎",2.69391620122406e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999973060838,"ZH"
"8328","近",1.31231217892491e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999986876878,"ZH"
"8329","还",1.36468852360849e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998635311476,"ZH"
"8330","这",1.97847894014558e-05,"Full","Qwen2.5-Finetuned",5.59,5.5899802152106,"ZH"
"8331","进",0.000207210905500688,"Full","Qwen2.5-Finetuned",5.59,5.5897927890945,"ZH"
"8332","远",5.0705252760963e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999492947472,"ZH"
"8333","连",2.16658531826397e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999783341468,"ZH"
"8334","迟",0.000112036672362592,"Full","Qwen2.5-Finetuned",5.59,5.58988796332764,"ZH"
"8335","迹",1.7822227164288e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998217777284,"ZH"
"8336","送",3.0680716633924e-08,"Full","Qwen2.5-Finetuned",5.59,5.58999996931928,"ZH"
"8337","适",3.17371304845437e-05,"Full","Qwen2.5-Finetuned",5.59,5.58996826286952,"ZH"
"8338","逃",1.64661386747866e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999983533861,"ZH"
"8339","透",7.4869427635349e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999925130572,"ZH"
"8340","逐",7.23144839867018e-05,"Full","Qwen2.5-Finetuned",5.59,5.58992768551601,"ZH"
"8341","递",4.63637388747884e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999536362611,"ZH"
"8342","通",4.01962978457959e-08,"Full","Qwen2.5-Finetuned",5.59,5.5899999598037,"ZH"
"8343","速",6.20785613136832e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999937921439,"ZH"
"8344","造",1.93244815704929e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999980675518,"ZH"
"8345","道",4.21579954945628e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999957842004,"ZH"
"8346","遗",0.000312290852889419,"Full","Qwen2.5-Finetuned",5.59,5.58968770914711,"ZH"
"8347","那",0.000132974004372954,"Full","Qwen2.5-Finetuned",5.59,5.58986702599563,"ZH"
"8348","邮",0.000658957462292165,"Full","Qwen2.5-Finetuned",5.59,5.58934104253771,"ZH"
"8349","郁",3.84976328859921e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999615023671,"ZH"
"8350","部",3.10859695673571e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999689140304,"ZH"
"8351","都",7.3955095558631e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999926044904,"ZH"
"8352","酒",0.000354995660018176,"Full","Qwen2.5-Finetuned",5.59,5.58964500433998,"ZH"
"8353","酷",1.50677419696876e-06,"Full","Qwen2.5-Finetuned",5.59,5.5899984932258,"ZH"
"8354","醒",0.000123398844152689,"Full","Qwen2.5-Finetuned",5.59,5.58987660115585,"ZH"
"8355","采",1.24851487726119e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999875148512,"ZH"
"8356","释",0.000126727187307552,"Full","Qwen2.5-Finetuned",5.59,5.58987327281269,"ZH"
"8357","里",3.75330841961841e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999624669158,"ZH"
"8358","重",1.94318522517278e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999805681477,"ZH"
"8359","量",3.50759101763742e-08,"Full","Qwen2.5-Finetuned",5.59,5.58999996492409,"ZH"
"8360","金",1.06434890767559e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998935651092,"ZH"
"8361","钟",2.8246527108422e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999717534729,"ZH"
"8362","钻",1.10467181002605e-05,"Full","Qwen2.5-Finetuned",5.59,5.5899889532819,"ZH"
"8363","错",3.58423640136607e-05,"Full","Qwen2.5-Finetuned",5.59,5.58996415763599,"ZH"
"8364","锥",2.13725979847368e-06,"Full","Qwen2.5-Finetuned",5.59,5.5899978627402,"ZH"
"8365","长",8.9712739281822e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999910287261,"ZH"
"8366","门",7.42746988180443e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999257253012,"ZH"
"8367","闪",2.28586009143328e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999771413991,"ZH"
"8368","问",5.25454515809542e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999474545484,"ZH"
"8369","间",4.64909171569161e-05,"Full","Qwen2.5-Finetuned",5.59,5.58995350908284,"ZH"
"8370","闹",0.0294798500835896,"Full","Qwen2.5-Finetuned",5.59,5.56052014991641,"ZH"
"8371","队",3.22306323141675e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999677693677,"ZH"
"8372","附",2.90556204163295e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999709443796,"ZH"
"8373","陈",5.04785602970514e-05,"Full","Qwen2.5-Finetuned",5.59,5.5899495214397,"ZH"
"8374","降",1.62704765216404e-08,"Full","Qwen2.5-Finetuned",5.59,5.58999998372952,"ZH"
"8375","限",6.51772268156492e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999934822773,"ZH"
"8376","险",2.78979450740735e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999721020549,"ZH"
"8377","随",7.62578110879986e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999237421889,"ZH"
"8378","隙",0.000683029473293573,"Full","Qwen2.5-Finetuned",5.59,5.58931697052671,"ZH"
"8379","难",1.60513536684448e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999839486463,"ZH"
"8380","雅",1.4610487264477e-09,"Full","Qwen2.5-Finetuned",5.59,5.58999999853895,"ZH"
"8381","集",2.85294078139486e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999971470592,"ZH"
"8382","雨",2.89813470999434e-08,"Full","Qwen2.5-Finetuned",5.59,5.58999997101865,"ZH"
"8383","雪",1.88999749184404e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999981100025,"ZH"
"8384","零",1.26653037568758e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999873346962,"ZH"
"8385","雷",1.05683490403408e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999989431651,"ZH"
"8386","霍",2.24366121983621e-05,"Full","Qwen2.5-Finetuned",5.59,5.5899775633878,"ZH"
"8387","霜",6.65745858441369e-08,"Full","Qwen2.5-Finetuned",5.59,5.58999993342541,"ZH"
"8388","青",4.02630803364446e-07,"Full","Qwen2.5-Finetuned",5.59,5.5899995973692,"ZH"
"8389","非",0.000925673288293183,"Full","Qwen2.5-Finetuned",5.59,5.58907432671171,"ZH"
"8390","面",1.10186093138509e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999988981391,"ZH"
"8391","革",8.22476181383536e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999917752382,"ZH"
"8392","顶",0.0903056263923645,"Full","Qwen2.5-Finetuned",5.59,5.49969437360764,"ZH"
"8393","项",0.000448488804977387,"Full","Qwen2.5-Finetuned",5.59,5.58955151119502,"ZH"
"8394","顺",1.13161704575759e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998868382954,"ZH"
"8395","顿",0.000112063833512366,"Full","Qwen2.5-Finetuned",5.59,5.58988793616649,"ZH"
"8396","预",3.99338459828869e-05,"Full","Qwen2.5-Finetuned",5.59,5.58996006615402,"ZH"
"8397","频",0.00169666146393865,"Full","Qwen2.5-Finetuned",5.59,5.58830333853606,"ZH"
"8398","颗",0.00879848748445511,"Full","Qwen2.5-Finetuned",5.59,5.58120151251554,"ZH"
"8399","题",5.05021198478062e-05,"Full","Qwen2.5-Finetuned",5.59,5.58994949788015,"ZH"
"8400","颠",0.000800966285169125,"Full","Qwen2.5-Finetuned",5.59,5.58919903371483,"ZH"
"8401","风",1.38509460612113e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999861490539,"ZH"
"8402","食",9.54523127205675e-09,"Full","Qwen2.5-Finetuned",5.59,5.58999999045477,"ZH"
"8403","饭",0.000200557289645076,"Full","Qwen2.5-Finetuned",5.59,5.58979944271035,"ZH"
"8404","饮",3.60409612767398e-05,"Full","Qwen2.5-Finetuned",5.59,5.58996395903872,"ZH"
"8405","饰",8.52948796818964e-05,"Full","Qwen2.5-Finetuned",5.59,5.58991470512032,"ZH"
"8406","馆",0.000142762146424502,"Full","Qwen2.5-Finetuned",5.59,5.58985723785358,"ZH"
"8407","香",4.46649561780532e-09,"Full","Qwen2.5-Finetuned",5.59,5.5899999955335,"ZH"
"8408","驯",0.000149884886923246,"Full","Qwen2.5-Finetuned",5.59,5.58985011511308,"ZH"
"8409","驾",0.000160318391863257,"Full","Qwen2.5-Finetuned",5.59,5.58983968160814,"ZH"
"8410","骨",1.83824317900871e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999816175682,"ZH"
"8411","骸",0.00115414999891073,"Full","Qwen2.5-Finetuned",5.59,5.58884585000109,"ZH"
"8412","骼",0.0499006249010563,"Full","Qwen2.5-Finetuned",5.59,5.54009937509894,"ZH"
"8413","高",6.98870508131222e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999930112949,"ZH"
"8414","鱼",2.86945351035683e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999713054649,"ZH"
"8415","鹿",6.56745442029205e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999934325456,"ZH"
"8416","黄",9.87528801488224e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999012471198,"ZH"
"8417","黑",1.36521057356731e-05,"Full","Qwen2.5-Finetuned",5.59,5.58998634789426,"ZH"
"8418","默",2.20433068275452,"Full","Qwen2.5-Finetuned",5.59,3.38566931724548,"ZH"
"8419","黝",1.1437394618988,"Full","Qwen2.5-Finetuned",5.59,4.4462605381012,"ZH"
"8420","鼓",8.79695164712757e-07,"Full","Qwen2.5-Finetuned",5.59,5.58999912030484,"ZH"
"8421","齐",3.87500222132076e-06,"Full","Qwen2.5-Finetuned",5.59,5.58999612499778,"ZH"
"8422","齿",0.000355134514393285,"Full","Qwen2.5-Finetuned",5.59,5.58964486548561,"ZH"
"8423","龄",0.37666130065918,"Full","Qwen2.5-Finetuned",5.59,5.21333869934082,"ZH"
"8424","龙",2.68270778178703e-05,"Full","Qwen2.5-Finetuned",5.59,5.58997317292218,"ZH"
"8425","一",0.6643,"Lower","TransOCR",5.59,4.9257,"ZH"
"8426","七",5.4871,"Lower","TransOCR",5.59,0.1029,"ZH"
"8427","三",0.7011,"Lower","TransOCR",5.59,4.8889,"ZH"
"8428","上",4.8114,"Lower","TransOCR",5.59,0.7786,"ZH"
"8429","下",0.4596,"Lower","TransOCR",5.59,5.1304,"ZH"
"8430","不",0.0684,"Lower","TransOCR",5.59,5.5216,"ZH"
"8431","与",0.4377,"Lower","TransOCR",5.59,5.1523,"ZH"
"8432","专",0.7934,"Lower","TransOCR",5.59,4.7966,"ZH"
"8433","且",1.3833,"Lower","TransOCR",5.59,4.2067,"ZH"
"8434","世",0.9028,"Lower","TransOCR",5.59,4.6872,"ZH"
"8435","丘",0.047,"Lower","TransOCR",5.59,5.543,"ZH"
"8436","业",1.5523,"Lower","TransOCR",5.59,4.0377,"ZH"
"8437","东",0.0816,"Lower","TransOCR",5.59,5.5084,"ZH"
"8438","两",1.1929,"Lower","TransOCR",5.59,4.3971,"ZH"
"8439","严",0.3661,"Lower","TransOCR",5.59,5.2239,"ZH"
"8440","个",0.0592,"Lower","TransOCR",5.59,5.5308,"ZH"
"8441","中",0.3982,"Lower","TransOCR",5.59,5.1918,"ZH"
"8442","串",1.2305,"Lower","TransOCR",5.59,4.3595,"ZH"
"8443","临",4.4708,"Lower","TransOCR",5.59,1.1192,"ZH"
"8444","丹",0.0072,"Lower","TransOCR",5.59,5.5828,"ZH"
"8445","为",7.0926,"Lower","TransOCR",5.59,0,"ZH"
"8446","主",5.3171,"Lower","TransOCR",5.59,0.2729,"ZH"
"8447","久",5.9884,"Lower","TransOCR",5.59,0,"ZH"
"8448","么",6.1666,"Lower","TransOCR",5.59,0,"ZH"
"8449","义",1.3824,"Lower","TransOCR",5.59,4.2076,"ZH"
"8450","之",5.4199,"Lower","TransOCR",5.59,0.1701,"ZH"
"8451","乎",6.6657,"Lower","TransOCR",5.59,0,"ZH"
"8452","乏",5.9487,"Lower","TransOCR",5.59,0,"ZH"
"8453","乐",4.1883,"Lower","TransOCR",5.59,1.4017,"ZH"
"8454","九",6.5875,"Lower","TransOCR",5.59,0,"ZH"
"8455","也",1.0919,"Lower","TransOCR",5.59,4.4981,"ZH"
"8456","习",2.9067,"Lower","TransOCR",5.59,2.6833,"ZH"
