"","range","y_lower","y_upper","y","delta","language","predictor","psychometric"
"472",3.4,-50.4405037567523,210.939095149044,83.2690040682361,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"473",3.5,-47.0378236067941,199.123242372569,78.601575197458,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"474",3.6,-43.6472666328368,187.371384502151,73.9640522502773,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"475",3.7,-40.2748403551981,175.715233582419,69.3712548122226,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"476",3.8,-36.9265522941954,164.186501657998,64.8380024688229,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"477",3.9,-33.6084099701463,152.816900773516,60.3791148056071,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"478",4,-30.3264209033685,141.638142973601,56.009411408104,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"479",4.1,-27.0865926141795,130.681940302879,51.7437118618423,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"480",4.2,-23.8949326228969,119.980004805978,47.5968357523514,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"481",4.3,-20.7574484498384,109.564048527526,43.5836026651598,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"482",4.4,-17.6801476153214,99.68002071429,39.7188321857962,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"483",4.5,-14.6690376396636,90.3890844898239,36.0173438997898,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"484",4.6,-11.7301260431825,81.4528967919564,32.4939573926692,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"485",4.7,-8.86942034619591,72.9009757207545,29.1634922499635,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"486",4.8,-6.09292806902112,65.2722849404159,26.0407680572013,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"487",4.9,-3.40665673197591,58.958096036924,23.140604399912,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"488",5,-1.78959565615448,52.9842348072231,20.4778208636238,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"489",5.1,-1.39986988623076,47.3719478285263,18.0672370338658,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"490",5.2,-2.63816608946328,42.1424816780468,15.9236724961672,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"491",5.3,-3.62239422485236,37.3170829329965,14.0619468360565,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"492",5.4,-4.19653111353187,32.9169981705882,12.4968796390627,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"493",5.5,-4.34009063067873,29.0397834616093,11.2432904907145,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"494",5.6,-4.03258665146954,25.6687794553184,10.3159989765411,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"495",5.7,-3.25353305108153,22.7667175426469,9.72982468207103,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"496",5.8,-1.9824437046913,20.3553414202916,9.49958719283337,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"497",5.9,-0.204135068562316,20.2835713393535,9.64010609435702,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"498",6,1.30087516586558,20.300092724468,10.1662009721705,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"499",6.1,3.1784815621562,20.4082990519232,11.0926914118031,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"500",6.2,5.3265666480923,20.6702597281127,12.4343969987835,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"501",6.3,7.95901095249571,21.4199655102504,14.2061373186406,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"502",6.4,11.4008231090984,22.0836705446967,16.4227319569032,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"503",6.5,13.6382003404974,24.4716609459177,19.0973261636199,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"504",6.6,15.8469214683649,28.7208549388185,21.7339694884148,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"505",6.7,16.1978699077233,31.0644235506089,22.6137771083525,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"506",6.8,14.8059144729627,29.4714514128835,19.8379983415827,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"507",6.9,3.16923808298171,21.9110231572367,11.5078825062556,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
"508",7,-14.7797509063371,10.7030062967449,0,-31.9866622052089,"EN","vmi_transocr","gaze_duration"
